id,name,type,description,pages,evidence
E01790,80kN,施工参数,遇阻后尝试下入时施加的压力,227,加压 80kN 后，悬挂器下放了 18cm
E01791,JY-E8HF 井,井,发生油管挂遇阻故障的具体井号,227,4.8 JY-E8HF 并坐油管挂遇阻
E01792,金属密封圈变形,原因,悬挂器金属密封圈发生变形导致卡阻,228,遇阻原因是由于悬挂器金属密封圈变形
E01793,卡在法兰连接处,现象,密封圈卡在闸板法兰连接处,228,卡在井控上半封闸板与下工作闸板法兰连接处
E01794,下放管柱 0.4m,处置措施,下放管柱 0.4 米以调整密封圈位置,228,下放管柱 0.4m，对井控上闸板进行开腔
E01795,开腔井控上闸板,处置措施,打开井控上闸板腔体以便活动密封圈,228,对井控上闸板进行开腔
E01796,活动密封圈,处置措施,手动活动金属密封圈以解除卡阻,228,活动悬挂器金属密封圈后，关闭防喷器腔体
E01797,上提管柱 150kN,处置措施,上提管柱施加 150kN 力以解卡,228,上提到 150kN 解卡成功
E01798,解卡成功,现象,管柱解除卡阻并起出井口,228,解卡成功，将油管悬挂器起出井口
E01799,金石悬挂器,设备,井下使用的油管悬挂器设备,228,随后对金石悬挂器进行测量
E01800,井控上闸板,设备,井控装置的上部闸板,228,对井控上闸板进行开腔
E01801,半封闸板,设备,井控装置中的半封闸板,228,卡在井控上半封闸板与下工作闸板法兰连接处
E01802,下工作闸板,设备,井控装置中的下部工作闸板,228,卡在井控上半封闸板与下工作闸板法兰连接处
E01803,防喷器腔体,设备,防喷器的内部腔体,228,关闭防喷器腔体
E01804,下放 0.4m,施工参数,管柱下放距离参数,228,下放管柱 0.4m
E01805,上提力 150kN,施工参数,解卡时上提管柱的力值,228,上提到 150kN 解卡成功
E01806,坐油管挂遇阻,故障类型,坐油管挂过程中遇到的阻碍情况,229,得出此次坐油管挂遇阻原因是坐油管挂过程中悬挂器金属密封圈严重变形
E01807,金属密封圈严重变形,原因,悬挂器金属密封圈发生严重变形,229,坐油管挂过程中悬挂器金属密封圈严重变形，导致密封圈卡在井控上半封闸板
E01808,1 号闸门未完全打开,原因,采气树 1 号闸门未处于全开状态,229,坐油管挂前采气树厂家未对 1 号闸门是否完全打开进行确认，1 号闸门未完全打开
E01809,金属密封圈直径偏大,原因,金属密封圈尺寸不合格,229,金属密封圈直径偏大或松动，导致坐油管挂过程中金属密封圈挂在法兰连接处
E01810,现场监督未严格执行规定,原因,管理及监督环节未执行规定,229,现场监督及施工单位未严格执行规定，未要求采气树厂家到场进行确认
E01811,油管挂通过防喷器作业,处置措施,开工前进行的防喷器通过性测试,229,在开工前，要进行油管挂通过防喷器作业，确保施工时油管挂顺利通过防喷器
E01812,采气树厂家人员提前到场,处置措施,要求厂家人员现场确认,229,实施坐油管挂作业前，采气树厂家人员务必提前到场，确认 1 闸门全开
E01813,JY-E9HF 井,井,发生连续油管落井事故的井号,229,4.9 JY-E9HF 并连续油管落井 4.9.1 基本情况 JY-E9HF 井于 2015 年 6 月 5 日完井
E01814,连续油管落井,故障类型,连续油管落入井内的事故,"229,232",4.9 JY-E9HF 并连续油管落井 | 连续油管落井的直接原因是连续油管主操手未按设计执行操作
E01815,连续油管滚压连接器抗拉测试,施工参数,连续油管连接器的抗拉强度测试,229,连续油管滚压连接器抗拉测试 60kN，无位移，合格
E01816,60kN,指标,抗拉测试合格指标,229,连续油管滚压连接器抗拉测试 60kN，无位移，合格
E01817,连续油管连接器及本体试压,施工参数,连续油管及连接器的压力测试,229,连续油管连接器及本体试压 45MPa，合格
E01818,45MPa,指标,试压合格压力值,229,连续油管连接器及本体试压 45MPa，合格
E01819,高压气体泄漏,现象,井内气体窜出，一号阀附近大量高压气体泄漏,230,16:35 在观测井口压力、油管压力有无压力上升期间，突然发生井内气体窜出
E01820,一号阀注脂阀损坏,原因,经检查确认一号阀注脂阀损坏导致泄漏,230,经检查一号阀注脂阀损坏
E01821,高压管线软管串漏,原因,防喷器上所接高压管线支路软管出口串漏,230,发现是由防喷器上所接高压管线支路有一软管出口在串漏
E01822,关闭旋塞阀,处置措施,关闭高压管线上旋塞阀控制泄漏,230,随后关闭高压管线上旋塞阀，泄漏得到控制
E01823,开启防喷流程,处置措施,试气队开启防喷流程进行井筒放压,230,16:40 试气队开启防喷流程进行井筒放压
E01824,连续油管打捞管柱,设备,用于打捞内置悬挂器的连续油管组合工具,230,连续油管队组装悬挂器打捞管柱
E01825,连续油管桥塞管柱,设备,用于座封桥塞的连续油管组合工具,230,连续油管队组装连续油管桥塞管柱
E01826,GS 打捞矛,设备,打捞管柱组成部分,230,φ120.6mm GS 打捞矛×0.577m
E01827,排量 0.35m³/min,施工参数,施工期间使用的液体排量,230,排量 0.35m³/min
E01828,强磁,设备,用于打捞金属碎屑,231,φ79mm 强磁×4.0m
E01829,座封,工况,桥塞坐封作业,231,连续油管下第 2 个桥塞到深度 3200m 座封
E01830,更换一号阀,处置措施,井口阀门维修措施,231,拆卸井口阀门，更换一号阀
E01831,连接强磁打捞管柱,处置措施,井下打捞作业准备,231,连接强磁打捞管柱
E01832,未按设计操作,原因,操作人员未按照施工设计执行,232,连续油管主操手未按设计执行操作
E01833,手柄设计不合理,原因,操作室各闸板操作手柄设计存在缺陷,232,操作室全封、剪切、卡瓦、半封各闸板操作手柄设计不合理
E01834,泄压软管,设备,井口临时连接的防喷管泄压软管,232,在井口临时接了一条防喷管泄压软管
E01835,未关闭泄压阀,原因,压力观察期间未关闭泄压流程旋塞阀,232,在压力观察期间，未关闭泄压流程旋塞阀
E01836,瞬时压力 18.5 MPa,施工参数,泵车起压时的瞬时压力值,232,泵车起压瞬时压力 18.5 MPa
E01837,压力降至 2.5 MPa,现象,打通生产套管通道后压力下降值,232,打通生产套管通道后出现压降，压力降至 2.5 MPa
E01838,加强技术交底和监管,处置措施,加强现场技术交底和技术监管工作,232,加强新技术新工艺的培训，加强现场技术交底和技术监管工作
E01839,手柄上锁,处置措施,剪切、全封手柄应上锁实行二步操作,232,关键操作节点应设立监护人，剪切、全封手柄应上锁
E01840,严禁使用软管,处置措施,泄压管线严禁使用软管,232,泄压管线必须接出井场，按标准联接固定，严禁使用软管
E01841,关键操作节点,工况,需要设立监护人的操作环节,232,关键操作节点应设立监护人
E01842,泄压管线,设备,用于泄压的管线,232,泄压管线必须接出井场
E01843,JY-E10HF 井,井,发生坐管挂遇阻故障的井,233,JY-E10HF 井于 2014 年 7 月 13 日完井
E01844,坐管挂遇阻,故障类型,油管挂无法坐入油管头的故障,233,10 月 3 日坐油管挂作业过程中，尝试 4 次坐油管挂未成功
E01845,油管挂无法坐入,现象,坐管挂作业时的具体故障现象,233,油管挂无法坐入油管头
E01846,油管四通,设备,井口设备组件,"233,249",冲洗油管四通 | 期间安装油管四通，安装 1、4、7 号闸门及八通
E01847,178mm,指标,油管头内径及油管挂外径原始尺寸,233,油管头的内径及油管挂外径都为 178mm
E01848,177mm,指标,加工后的油管挂外径尺寸,233,将油管挂加工到 177mm 再次尝试
E01849,12cm,指标,遇阻位置距离到位处的距离,233,经测算到位还差 12cm
E01850,尺寸匹配问题,原因,导致坐挂失败的根本原因,233,本井使用油管四通内径及油管挂外径都为 178mm，导致油管挂无法正常坐入
E01851,加工油管挂,处置措施,减小油管挂外径以解决遇阻,"233,235",将油管挂加工到 177mm 再次尝试，坐挂成功 | 决定对油管挂进行加工后再次通径测试，具体加工方法待油管挂厂家测试后决定。
E01852,检查顶丝,处置措施,排除顶丝未退出导致的遇阻,233,检查确认 8 个顶丝均退到 80mm 以上
E01853,居中测试,处置措施,排除设备不居中导致的遇阻,"233,234",对 1 号闸门以上部分设备再次进行居中测试 | 必须通过居中测试验证
E01854,井口倾斜,原因,导致上下活动余量小的原因,"234,236",上下活动余量仅为 5cm（因本井井口倾斜） | 井口倾斜比较严重，造成由于挂不能完全居中
E01855,冰堵,原因,怀疑闸门处存在冰堵情况,"234,235,241",怀疑 1 号闸门可能存在冰堵情况 | 对可能存在冰堵的 1 号闸门、剪切防喷器、2 号安全防喷器进行锅炉蒸汽加热 | 放喷管线会发生“冰堵”
E01856,加热,处置措施,连接锅炉管线进行加热解卡,234,连接锅炉管线进行加热 1 号闸门处
E01857,JY-E11HF 井,井,发生坐管挂阻卡的井,234,4.11 JY-E11HF 并坐管挂阻卡
E01858,遇阻遇卡深度,施工参数,处理事故需提供精确数据,234,遇阻遇卡深度要精确到毫米
E01859,解卡失败,故障类型,上提下放油管挂无法解除卡阻,235,上提下放油管挂解卡失败。
E01860,上提下放,处置措施,通过活动管柱尝试解卡,235,16:00 上提油管过载重量 100 m{kN}，下压 100 m{kN} 活动管柱解卡均无效。
E01861,100kN,施工参数,解卡尝试时的过载重量,235,16:00 上提油管过载重量 100 m{kN}，下压 100 m{kN} 活动管柱解卡均无效。
E01862,7MPa,施工参数,油管挂上下压差限制值,235,若油管挂不密封则加大放压量，保证上下压差不超过 7 m{MPa}。
E01863,金属密封圈脱落,原因,油管挂遇卡的故障原因之一,235,油管挂上的金属密封圈已经脱落，前后两侧磨损严重
E01864,手动开关,处置措施,液压防喷器存在时间差时的替代操作,235,因液压防喷器左右两翼液压开关存在短暂的时间差...因此采用手动开关方式
E01865,锅炉蒸汽加热,处置措施,排除冰堵隐患的措施,235,对可能存在冰堵的 1 号闸门、剪切防喷器、2 号安全防喷器进行锅炉蒸汽加热
E01866,杂物堵塞,原因,可能导致闸门遇阻的原因,235,向 1 号闸门内灌入 0.4 m{m}^3 清水冲洗，排除因杂物堵塞的可能。
E01867,清水冲洗,处置措施,排除杂物堵塞的措施,235,向 1 号闸门内灌入 0.4 m{m}^3 清水冲洗，排除因杂物堵塞的可能。
E01868,油管挂外径过大,原因,导致通径遇阻的可能原因,235,判断油管挂外径过大或 1 号闸门内径稍小，或 1 号闸门开关不全。
E01869,174mm,施工参数,加工后油管挂的目标外径,235,16 日油管挂厂家已测试完成，决定将油管挂外径缩小至 174 m{mm}
E01870,稳压失败,故障类型,打压后压力无法保持稳定,236,打压 35MPa 稳压失败
E01871,油管挂遇卡,故障类型,油管挂在下入或上提过程中被卡住,236,上提过程中油管挂卡在 1 号闸门处
E01872,平板闸门开关不到位,原因,阀门显示全开但实际未开到位,236,悬挂器在平板闸门处遇卡原因为平板闸门开关不到位
E01873,间隙太小,原因,油管挂外径与闸门内径配合间隙不足,236,油管挂外径和 1 号闸门内径之间间隙太小
E01874,金属密封圈设计不合理,原因,密封圈受力变形后外径过大造成无法取出,236,金属密封圈设计不合理，当金属密封圈受力变形后外径有可能会大于 180mm
E01875,加工特制油管挂,处置措施,由厂家重新加工特殊规格油管挂,236,决定用由油管挂厂家新加工二个特制油管挂
E01876,35 MPa,指标,试压压力值,236,油管挂试压到 35 MPa
E01877,JY-E12HF 井,井,涉及的具体井号,236,JY-E12HF 井于 2015 年 10 月 1 日完井
E01878,定压接头未打掉,故障类型,井下定压接头未能成功去除,236,JY-E12HF 并定压接头未打掉
E01879,定压接头,设备,完井管柱中的关键连接部件,"237,238,239",φ93mm 定压接头×0.20m | φ94mm 定压接头×0.2m | 定压接头为委托第三方加工的工具
E01880,破裂盘,设备,用于打压打破的工具,"237,239",φ94mm 破裂盘×0.26m | 用破裂盘代替定压接头
E01881,销钉,材料,固定堵头的剪切部件,237,销钉已剪断
E01882,堵头,设备,定压接头内的封堵部件,237,定压接头堵头向下移动约 1cm
E01883,堵头卡死,故障类型,堵头与本体之间卡死无法动作,237,堵头和本体之间卡死
E01884,销钉拧入深度不一致,原因,装配时两侧销钉深度不同,237,两侧销钉拧入深度不一致，导致堵头向一侧倾斜
E01885,销钉质量问题,原因,销钉剪切力不一致,237,销钉本身也可能存在质量问题，剪切力不一致
E01886,带压起出管柱,处置措施,钢丝作业投送座封工具起出管柱,237,钢丝作业投送座封工具，带压起出管柱
E01887,更换新的定压接头和破裂盘,处置措施,更换损坏部件重新下入,237,更换新的定压接头和破裂盘重新带压下入完井管柱
E01888,50MPa,施工参数,再次打压压力值,"237,250",缓慢开启泵车打压至 50MPa | 若技术套管压力超过 50MPa
E01889,定压接头异常,故障类型,定压接头施工中出现压力异常,238,4.13 JY-E13HF 并打定压接头异常
E01890,销钉全部断裂,原因,定压接头销钉断裂导致故障,238,24 日打定压接头时，3 个销钉全部断裂
E01891,堵芯未完全脱落,原因,堵芯未完全掉落导致密封,238,但密封圈部分密封，堵芯未完全脱落
E01892,施工压力升至 35MPa,现象,施工时压力升高,238,施工压力升至 35MPa，未出现压降
E01893,大排量打液,处置措施,利用泵车大排量向油管打液,238,25 日 8:00 泵车大排量向油管继续累计打液
E01894,油管放喷,处置措施,通过油管放喷观察压力变化,238,油管放喷 1h，累计出液 2m³
E01895,JY-E13HF 井,井,发生异常的井号,238,JY-E13HF 井于 2015 年 5 月 18 日完井
E01896,测量销钉长度,施工参数,装配前对销钉长度进行测量,238,定压接头在装配装前对两侧销钉长度进行测量
E01897,委托第三方加工,原因,定压接头加工方式,239,定压接头为委托第三方加工的工具
E01898,工艺差异,原因,导致工具不够精细的原因,239,由于工艺、技术等的差异，不够精细
E01899,不够精细,故障类型,定压接头存在的质量问题,239,由于工艺、技术等的差异，不够精细
E01900,内部检查,处置措施,工具入井前拆开进行的检查,239,还应拆开，进行内部检查，确保工具正常使用
E01901,完善管理制度,处置措施,确保工具正常使用的管理措施,239,同时完善管理制度
E01902,改进管柱结构,处置措施,针对定压接头问题的改进措施,239,改进管柱结构，用破裂盘代替定压接头
E01903,工具,设备,入井前需检查的设备,239,工具在入井前除试压合格、表面检查无损伤外
E01904,锅炉安全阀垫片损坏,原因,导致蒸汽泄漏及后续压力异常的原因,240,8:00 锅炉安全阀垫片损坏，蒸汽严重泄漏，不能进行正常供热
E01905,4mm 油嘴,施工参数,试气求产使用的油嘴尺寸,240,4mm 油嘴求产，井口压力由 25.0MPa 升至 29.1MPa
E01906,热交换器压力,施工参数,热交换器内部压力监测值,240,10:00 发现热交换器压力突然升至 10MPa
E01907,立即关井,处置措施,分离器安全阀开启后的紧急处理动作,240,分离器安全阀开启，立即关井
E01908,更换锅炉安全阀垫片,处置措施,针对锅炉安全阀损坏的修复措施,240,更换锅炉安全阀垫片，检查调试设备
E01909,压裂 19 段,施工参数,该井完成的压裂施工段数,240,2013 年 12 月 26 日~2014 年 1 月 12 日压裂 19 段
E01910,锅炉,设备,提供热源的锅炉设备,"240,241,242",8:00 锅炉安全阀垫片损坏，蒸汽严重泄漏 | 停掉锅炉，导入分离器后 | 期间运转锅炉向热交换器、油嘴保温套输送蒸汽
E01911,锅炉安全阀垫片刺漏,故障类型,锅炉安全阀垫片发生泄漏,241,锅炉安全阀垫片发生刺漏，现场组织抢修
E01912,安全阀开启,现象,安全阀自动打开释放压力,241,是造成安全阀开启的主要原因
E01913,闸门没有关严,原因,管线间闸门未完全关闭,241,放喷管线与释放管线之间的闸门没有关严
E01914,应对措施不正确,原因,故障处理方案不当,241,应对措施不正确，在锅炉不能供热的情况下不具备继续施工的条件
E01915,设备管理台账不健全,原因,设备记录和管理缺失,241,设备管理台账不健全，设备管理不到位
E01916,岗位工人操作不规范,原因,人员操作违反规定,241,岗位工人操作不规范，制度不落实
E01917,维修设备,处置措施,修理故障设备,241,应立即关井，维修设备
E01918,建立设备使用检维修台账,处置措施,完善设备管理记录,241,建立设备使用检维修台账，加强设备管理
E01919,放喷管线,设备,排放流体的管线,241,放喷管线会发生“冰堵”
E01920,锅炉不能供热,工况,锅炉无法提供热能,241,在锅炉不能供热的情况下不具备继续施工的条件
E01921,间接原因,原因,导致故障的非直接因素,241,2. 间接原因...（1）应对措施不正确
E01922,JY-F2HF 井,井,发生分离器安全泄压管线刺漏的井,242,5.2 JY-F2HF 并分离器安全泄压管线刺漏
E01923,分离器安全泄压管线刺漏,故障类型,安全阀法兰与安全泄压管线法兰连接处发生刺漏,242,11:07 安全阀法兰与安全泄压管线法兰连接处发生刺漏
E01924,水合物,原因,因保温不足形成的堵塞物,242,出口温度满足不了保温要求，形成水合物，导致流程堵塞
E01925,流程堵塞,现象,因水合物形成导致的流程不通,242,形成水合物，导致流程堵塞，分离器超压
E01926,分离器超压,现象,分离器压力超过安全设定值,242,11:07 显示分离器最高压力达到 17.58MPa，远超过分离器安全阀设定压力 14MPa
E01927,背压阀故障,原因,背压阀未正常泄压,242,背压阀压力最高达到 1200psi（8.3MPa）未正常泄压，造成分离器憋压
E01928,安全阀故障,原因,安全阀未及时开启泄压,242,背压阀与分离器安全阀同时发生故障，未正常泄压
E01929,增加三通,处置措施,在分离器进口管线前增加三通,242,5 月 30 日 11:15 于分离器进口管线前增加 1 个三通
E01930,设置分离器旁通管线,处置措施,实现流体通过热交换器不过分离器,242,设置分离器旁通管线，实现流体通过热交换器不过分离器进行放喷
E01931,孔板,设备,一体化流量计组件,"242,245",将一体化流量计孔板由 44mm 更换为 29mm | 29mm 孔板进分离器求产
E01932,分离器压力,指标,分离器内部工作压力,242,分离器压力由 6.3MPa 升至 10.9MPa
E01933,背压阀压力,指标,背压阀处监测压力,242,背压阀压力升至 7.6MPa（1100psi）
E01934,常开启,原因,造成此次事件的主要原因,243,常开启，是造成此次事件的主要原因
E01935,此次事件,故障类型,需要总结经验教训的故障事件,243,常开启，是造成此次事件的主要原因
E01936,1 号闸门泄漏,故障类型,JY-F3HF 井发生的闸门泄漏故障,243,5.3 JY-F3HF 并 1 号闸门泄漏
E01937,阀杆处漏水,现象,1 号闸门泄漏的具体表现,243,发现 1 号闸门阀杆处漏水，见图 5-2
E01938,井下遇卡,故障类型,钻除桥塞时发生的井下故障,243,10 月 2 日钻除井内第 8 级桥塞，井下遇卡
E01939,注脂枪枪筒漏气,现象,注脂过程中设备出现的异常,243,在注脂后发现注脂枪枪筒漏气
E01940,漏点处开始结冰,现象,漏气导致的低温现象,243,并且漏点处开始结冰，不能冒然将注脂枪拆卸掉
E01941,注密封脂,处置措施,针对闸门泄漏的临时处理措施,243,10 月 5 日厂家现场维护闸门，注密封脂暂时漏点变小
E01942,更换 1 号闸门,处置措施,彻底解决泄漏的更换措施,243,厂家安装完密封套，拆采气树、装 1 号闸门、装采气树
E01943,采气树试压,施工参数,验证密封性的施工操作,243,对采气树试压 50.0 MPa 时
E01944,50.0 MPa,指标,采气树试压压力值,243,对采气树试压 50.0 MPa 时
E01945,31.4 MPa,指标,排液测试后关井井口压力,243,10 月 10 日该井排液测试后关井，井口压力 31.4 MPa
E01946,15.6 MPa,指标,处理过程中关井井口压力,243,18:05 关井，井口压力 15.6 MPa
E01947,JY-F3HF 井,井,发生闸门泄漏的井号,243,5.3 JY-F3HF 并 1 号闸门泄漏
E01948,加强坐岗管理,处置措施,经验教训中提出的管理措施,243,对目前的试气流程进行优化，加强坐岗管理
E01949,加强设备保养与维护,处置措施,保障设备正常工作的措施,243,加强设备保养与维护，保障其正常工作
E01950,丢手,处置措施,井下遇卡解卡无效后的措施,243,多次活动解卡无效后丢手
E01951,1 号 A 闸门,设备,发生泄漏的井口闸门设备,244,厂家服务人员在对 1 号 A 闸门注脂
E01952,注脂枪,设备,用于闸门注脂的工具,244,注脂枪枪筒漏气，现场整改未完
E01953,8mm 油嘴,设备,用于开井排液的节流装置,244,21:05 用 8mm 油嘴开井
E01954,阀门外漏,故障类型,阀门密封失效导致的外部泄漏,244,阀杆、尾杆密封面被腐蚀导致阀门外漏
E01955,阀门内漏,故障类型,阀门内部密封不严导致的泄漏,244,密封不严，出现内漏
E01956,阀杆处密封损坏,原因,压裂施工后阀杆密封受损,244,1 号闸门在经过压裂施工后，阀杆处密封受到损坏
E01957,钢珠不复位,原因,注入阀钢珠未回到原位,244,注入阀的钢珠不复位
E01958,密封面腐蚀,原因,阀杆或尾杆密封面被腐蚀,244,阀杆、尾杆密封面被腐蚀导致阀门外漏
E01959,加工公差偏大,原因,阀板阀座加工公差超出范围,244,阀板、阀座在加工过程中，公差范围偏大
E01960,密封面污垢,原因,密封面上存在污垢影响密封,244,阀板、阀座密封面上有少许污垢，导致密封不严
E01961,产品质量问题,原因,阀门本身存在质量缺陷,244,产品质量问题，在本平台邻井同样出现 1 号闸门阀杆处泄漏
E01962,带压拆注脂枪,处置措施,在带压状态下拆除注脂设备,244,厂家进行带压拆注脂枪，在拆掉后闸门内的钢珠自动回位，泄漏点止漏
E01963,气产量数据失真,故障类型,井口测试气产量数据异常,245,5.4 JY-F4HF 并气产量数据失真
E01964,油嘴刺坏,故障类型,油嘴被流体冲蚀损坏,245,检查 12mm 油嘴，已刺坏
E01965,缺乏风险认识,原因,操作前未做好风险分析,245,对潜在风险缺乏认识，操作前没有做好风险分析
E01966,制定风险预案,处置措施,提前准备抢险装备和预案,245,没有制定风险预案准备抢险装备
E01967,更换油嘴,处置措施,更换受损的油嘴设备,245,5:35 更换为 10mm 油嘴
E01968,产气量,指标,每日产生的气体体积,"245,262",产气量（37.1~59.5）×10^4m^3/d | 产气量 29000\sim 73642\mathrm{m}^3 /\mathrm{d}
E01969,JY-F4HF 井,井,发生数据失真的具体井号,245,5.4 JY-F4HF 并气产量数据失真
E01970,耽误整改时机,风险,未能及时发现并整改问题,245,耽误了最早发现整改的时机
E01971,求产数据异常,现象,测试产量计算数据不准确,246,导致流体实际过流孔径远大于 12mm 油嘴理论孔径值，致使求产数据异常
E01972,高压冲蚀损坏,故障类型,油嘴本体被刺坏,246,瞬时高产天然气流对油嘴造成高压冲蚀损坏
E01973,天然气产量高,工况,放喷初期测试天然气产量高,246,该井放喷初期测试天然气产量高，产液量大
E01974,产液量大,工况,气液同产期间液量较大,246,该井放喷初期测试天然气产量高，产液量大
E01975,数采系统监管,处置措施,加强数据采集系统管理,246,加强数采系统监管，试气前，做好数采系统参数设置和调试工作
E01976,设计压裂 22 段,施工参数,JY-G1HF 井设计的压裂段数,247,设计压裂 22 段，排量 12~14m³/min
E01977,排量 12~14m³/min,施工参数,JY-G1HF 井设计施工排量,247,设计压裂 22 段，排量 12~14m³/min
E01978,施工限压 95MPa,施工参数,JY-G1HF 井施工压力限制,247,施工限压 95MPa
E01979,刮削器,设备,用于处理套管渗漏问题的工具,247,配合钻井队下 GX-T127 刮削器
E01980,施工压力 20.0MPa,施工参数,洗井过程中的施工压力,247,施工压力 20.0MPa，排量 0.6m³/min
E01981,排量 0.6m³/min,施工参数,洗井过程中的施工排量,247,施工压力 20.0MPa，排量 0.6m³/min
E01982,产品质量,原因,复杂情况发生的可能原因之一,247,这些复杂情况的发生，有产品质量的问题
E01983,人员操作,原因,复杂情况发生的可能原因之一,247,有人员操作的问题，有工程管理的因素等
E01984,工程管理,原因,复杂情况发生的可能原因之一,247,有人员操作的问题，有工程管理的因素等
E01985,通井规,设备,用于通井作业的工具,248,下通井管柱：φ112mm 通井规
E01986,安全接头,设备,连接在管柱中的安全装置,248,φ105mmH 型安全接头
E01987,加重钻杆,设备,用于增加钻柱重量的钻杆,248,φ73mm 加重钻杆 3 根
E01988,堵塞器,设备,用于封堵井筒的工具,248,φ130mm 堵塞器
E01989,氧化脂,材料,用于堵漏的化学材料,248,注入氧化脂 16.2L 打胶垫
E01990,环氧树脂,材料,用于堵漏的树脂材料,"248,249,250",注入 40L 环氧树脂堵漏 | 脂泵注入 30L 环氧树脂堵漏 | 通过打压挤注环氧树脂堵漏失败
E01991,试压压力,施工参数,试压时的压力值,248,全井筒试压 90MPa
E01992,压降,指标,压力测试中的压力下降值,"248,249,254,263,267",压降 20MPa | 15min 压降 0.4MPa，合格 | 6min 降至 20.0 m{MPa}，压降为 0.5 m{MPa} | 压力 50.00MPa 降至 47.80MPa，压降 2.20MPa | 30min 后压降 0.2MPa，试压合格
E01993,通井规变形,现象,通井规底部发生形变,248,通井规底部有轻微变形
E01994,套管串漏,故障类型,生产套管和技术套管之间泄漏,248,发现生产套管和技术套管串漏
E01995,清水正循环洗井,处置措施,用清水循环清洗井筒,248,清水正循环洗井
E01996,找漏,处置措施,寻找泄漏点的施工过程,248,1. 第一次找漏、堵漏
E01997,堵漏,处置措施,封堵泄漏点的施工过程,"248,249",1. 第一次找漏、堵漏 | 脂泵注入 30L 环氧树脂堵漏
E01998,更换 BT 密封,处置措施,更换油管四通的密封件,248,更换油管四通 BT 密封
E01999,套管四通,设备,井口连接设备,249,对金属密封与套管四通之间试压 90MPa
E02000,试压皮碗,设备,试压用井下工具,249,入井工具：堵头 + 试压皮碗
E02001,钻杆丝扣密封刺漏,故障类型,试压过程中发生的密封失效,249,试压过程中钻杆丝扣密封刺漏，试压不成功
E02002,试压不成功,现象,试压未达到合格标准,249,试压过程中钻杆丝扣密封刺漏，试压不成功
E02003,生产套管压力,指标,生产套管内的压力监测值,"249,262",生产套管压力由 80MPa 降至 49MPa | 生产套管压力 2.94 \sim 1.99 \mathrm{MPa}
E02004,技术套管压力,指标,技术套管内的压力监测值,"249,254,266",技术套管压力由 0 升至 46MPa | 观察技术套管压力 2.0 m{MPa} | 技术套管、井口压力同步降至 0
E02005,全井筒试压,施工参数,对整个井筒进行的压力测试,"249,254,255",10 日安装井口附件，全井筒打压 51MPa | 关闭 4 号闸门对全井筒试压 | 3 月 7 日空井筒试压，第一次试压：油压打压到 61MPa
E02006,合格,现象,试压结果符合标准,249,15min 压降 0.4MPa，合格
E02007,技术套管压力升高,现象,试压过程中技术套管压力异常上升,250,技术套管压力由 2MPa 升至 3MPa
E02008,套管头渗漏,故障类型,套管悬挂器外部及连接丝扣处发生渗漏,250,套管悬挂器外部及悬挂器与双公短节连接丝扣处渗漏
E02009,丝扣未上到位,原因,双公短节丝扣未上到位或者质量存在缺陷,250,双公短节丝扣未上到位或者质量存在缺陷
E02010,更换套管头,处置措施,堵漏失败后决定直接更换井口密封,250,决定直接更换井口密封的方式
E02011,技术套管检测管线,设备,更换套管头后安装用于监测的管线,250,决定安装技术套管检测管线
E02012,气密封试验,处置措施,钻井下套管时建议进行的试验,250,钻井下套管时，建议进行气密封试验
E02013,JY-G2HF 井,井,发生油管头上法兰渗漏的井,250,6.2 JY-G2HF 井油管头上法兰渗漏
E02014,压裂规模,施工参数,窜漏井压裂施工需降低的参数,250,降低压裂规模
E02015,BT 法兰,设备,更换套管头时安装的法兰,250,安装 35MPa 转 105MPa 的 BT 法兰
E02016,施工限压,施工参数,压裂施工允许的最高压力限制,"251,253,260,263",施工限压 90\mathrm{MPa} | 施工限压 95 MPa | 施工限压 90MPa | 施工限压 95MPa
E02017,工具串掉井,故障类型,井下工具串脱离电缆落入井底,251,初步判断工具串掉井
E02018,绞车抖动,现象,地面绞车设备出现明显震动,251,绞车抖动明显
E02019,井口渗漏,故障类型,井口连接处出现液体泄漏现象,251,油管头与 1 号闸门连接处有水渗漏
E02020,泵送压力,施工参数,泵送过程中的井口压力值,251,泵送压力 34 \sim 35 \mathrm{MPa}
E02021,整改螺栓,处置措施,紧固连接螺栓以消除渗漏,251,经整改连接螺栓后还有渗漏
E02022,泵送桥塞工具串,设备,用于泵送桥塞的井下工具组合,251,泵送桥塞工具串结构
E02023,渗漏,故障类型,井口装置因密封问题导致流体泄漏,252,油管头钢圈内进入陶粒导致密封不严发生渗漏
E02024,电缆脱离,故障类型,工具串和电缆在弱点处分离,252,致使张力急速上升，工具串和电缆在电缆弱点脱离
E02025,油管头钢圈,设备,井口密封组件，受损或污染导致泄漏,252,发现油管头上钢圈槽和 1 号闸门下钢圈槽均无损伤
E02026,井筒内有杂物,原因,固相沉积导致工具串遇阻或加速,252,井筒内有杂物。该井桥塞外径和套管间隙较小
E02027,井口震动,原因,施工过程中的震动导致部件松动,252,压裂施工过程中井口震动造成螺栓松动
E02028,螺栓松动,原因,震动导致连接件松动，异物进入,252,压裂施工过程中井口震动造成螺栓松动
E02029,排量较低,施工参数,挤酸过程中排量低，加剧酸液腐蚀影响,252,在挤酸过程中压力维持在 80MPa 以上，排量较低
