id,condition,conclusion,action,page,evidence
R00534,液压防喷器开关存在时间差,未能保证绝对同时实现开关,采用手动开关方式,235,因液压防喷器左右两翼液压开关存在短暂的时间差...因此采用手动开关方式
R00535,下入油管挂之前,1 号闸门未完全打开风险,确认 1 号闸门完全打开,236,下入油管之前必须确认 1 号闸门完全打开
R00536,施工前,井口倾斜风险,确认井口是否有倾斜现象,236,施工前确认井口是否有倾斜现象、如有倾斜现象及时汇报
R00537,冬季施工,冰堵风险,准备好锅炉等防冰堵设施,236,冬季施工准备好锅炉等防冰堵设施
R00538,销钉拧入深度不一致,堵头向一侧倾斜卡死,入井前进行两次拆解检查确认,237,人员在入井前未进行两次拆解检查确认
R00539,打压后无压降变化,堵头卡在定压接头里,带压起出管柱,237,分析有可能是堵头卡在定压接头里或者筛管里面
R00540,施工压力升至高位未出现压降,堵芯未完全脱落,大排量向油管继续累计打液,238,施工压力升至 35MPa，未出现压降...25 日 8:00 泵车大排量向油管继续累计打液
R00541,定压接头装配前,需测量销钉长度,装配装前对两侧销钉长度进行测量,238,定压接头在装配装前对两侧销钉长度进行测量
R00542,工具入井前,确保工具正常使用,拆开进行内部检查,239,工具在入井前除试压合格、表面检查无损伤外，还应拆开，进行内部检查
R00543,定压接头不够精细,存在故障风险,用破裂盘代替定压接头,239,改进管柱结构，用破裂盘代替定压接头
R00544,热交换器压力突然升至 10MPa,分离器安全阀开启,立即关井,240,10:00 发现热交换器压力突然升至 10MPa，分离器安全阀开启，立即关井
R00545,锅炉安全阀垫片损坏,蒸汽严重泄漏,更换锅炉安全阀垫片,240,8:00 锅炉安全阀垫片损坏，蒸汽严重泄漏...更换锅炉安全阀垫片
R00546,锅炉不能供热,不具备继续施工的条件,立即关井，维修设备,241,在锅炉不能供热的情况下不具备继续施工的条件，应立即关井，维修设备
R00547,设备出现故障,需及时做出决策,制定应对措施，现场组织演练,241,制定各种设备出现故障时的应对措施，现场组织演练并及时做出决策
R00548,岗位工人操作不规范,制度不落实,加强员工技能培训,241,加强员工技能培训，对放喷求产工艺及流程做到熟练掌握
R00549,锅炉供热效率低且出口温度满足不了保温要求,形成水合物导致流程堵塞,检查锅炉及保温措施,242,锅炉持续运转，供热效率低，出口温度满足不了保温要求，形成水合物
R00550,背压阀超过设定压力未正常泄压,造成分离器憋压,检查背压阀及安全阀状态,242,背压阀在超过设定压力 800psi（5.5MPa），流程憋压后，背压阀压力最高达到 1200psi 未正常泄压
R00551,分离器压力超过安全阀设定压力,安全泄压管线刺漏风险,设置分离器旁通管线放喷,242,分离器最高压力达到 17.58MPa，远超过分离器安全阀设定压力 14MPa 才开启
R00552,放喷井口压力、产量、液量变化,需对原设计做出调整,及时对原设计做出调整，以防复杂情况的发生,243,根据放喷井口压力、产量、液量等及时对原设计做出调整，以防复杂情况的发生
R00553,注脂枪枪筒漏气且漏点处结冰,存在高风险,不能冒然将注脂枪拆卸掉,243,漏点处开始结冰，不能冒然将注脂枪拆卸掉
R00554,发现现场的异常情况,需及时监测数据,全面及时监测产量、压力、温度等数据,243,保障试气过程中全面及时监测产量、压力、温度等数据，及时发现现场的异常情况
R00555,阀杆处密封受到损坏,阀门外漏,检查密封,244,1 号闸门在经过压裂施工后，阀杆处密封受到损坏
R00556,阀板阀座公差偏大,阀门内漏,控制加工公差,244,阀板、阀座在加工过程中，公差范围偏大...出现内漏
R00557,钢珠不复位,泄漏,检查复位,244,注入阀的钢珠不复位
R00558,更换孔板后测试气产量远远高于更换前,油嘴可能被刺坏,检查油嘴,245,更换孔板后，测试气产量远远高于更换孔板前，判断油嘴可能被刺坏
R00559,对潜在风险缺乏认识,耽误最早发现整改的时机,制定风险预案准备抢险装备,245,操作前没有做好风险分析，没有制定风险预案准备抢险装备
R00560,放喷初期测试天然气产量高且产液量大,油嘴高压冲蚀损坏风险,加强岗位技能培训及安全交底,246,该井放喷初期测试天然气产量高，产液量大，气、液同产期间瞬时高产天然气流对油嘴造成高压冲蚀损坏
R00561,井筒返出压裂砂和桥塞碎屑,油嘴冲蚀破坏风险,钻塞过程中充分循环洗井并打捞碎屑,246,钻塞过程中充分循环洗井并打捞碎屑，尽量清理井筒，避免放喷求产过程中因返出压裂砂和桥塞碎屑等对油嘴造成冲蚀破坏
R00562,全井筒试压 90MPa 压降 20MPa,试压不合格,找漏、堵漏,248,全井筒试压 90MPa，压降 20MPa，试压不合格...处理过程 1. 第一次找漏、堵漏
R00563,打压稳压压降明显,存在漏点,找漏施工,248,打压到 20MPa，稳压 2min，压降明显...进行找漏施工
R00564,技术套管压力升至,可能存在套管串漏,找漏,248,技术套管压力 20MPa 升至 32MPa...发现生产套管和技术套管串漏
R00565,试压规定时间内压降符合标准,试压合格,继续后续作业,249,15min 压降 0.4MPa，合格
R00566,生产套管压力降且技术套管压力升,存在窜漏风险,进行找漏作业,249,生产套管压力由 80MPa 降至 49MPa，技术套管压力由 0 升至 46MPa
R00567,压裂施工过程中技术套管压力超过 50MPa,技术套管压力异常,从技术套管放压管汇放压,250,若技术套管压力超过 50MPa，则从技术套管放压管汇放压
R00568,生产套管、技术套管窜漏井压裂施工,施工风险高,减少压裂段数，降低压裂规模,250,生产套管、技术套管窜漏井压裂施工，减少压裂段数，降低压裂规模
R00569,钻井下套管时,需保障密封性,建议进行气密封试验,250,钻井下套管时，建议进行气密封试验
R00570,张力突然升高且绞车抖动,工具串掉井风险,停车检查电缆及工具,251,张力从 3.6 \mathrm{kN} 升至 17 \mathrm{kN}... 绞车抖动明显，初步判断工具串掉井
R00571,油管头与闸门连接处渗水,井口密封失效,整改连接螺栓,251,发现油管头与 1 号闸门连接处有水渗漏，经整改连接螺栓
R00572,油管头钢圈内进入陶粒,密封不严发生渗漏,清洗油管头钢圈槽，换新钢圈和 1 号闸门,252,油管头钢圈内进入陶粒导致密封不严发生渗漏
R00573,井筒内有杂物，桥塞外径和套管间隙较小,工具串加速，电缆脱离,进行排量和通过性模拟计算,252,井筒液体中的固相...沉积...致使张力急速上升，工具串和电缆在电缆弱点脱离
R00574,压裂施工压力较高，排量较低,酸作用在钢圈槽的位置影响很大,加强风险识别能力，制定好应急措施,252,本井第 1 段压裂施工压力较高...排量较低，因此酸作用在钢圈槽的位置影响也很大
R00575,压裂完成后等候时间长,需冲洗井筒,泵送射孔前大排量冲洗井筒,253,如果等候时间长，则要求在泵送射孔前大排量冲洗井筒
R00576,制定射孔施工设计,需进行风险分析,对工具串通过性测试和在上倾段和低洼段进行风险分析,253,在制定射孔施工设计时未对工具串通过性测试和在上倾段和低洼段进行风险分析
R00577,试压观察期间压力下降,存在泄漏,找漏,254,观察压力 30min，油压下降 2.5 m{MPa}
R00578,下管柱遇阻,井筒不畅,大排量反洗井,254,遇阻，立即大排量反洗井 10 m{m^3}
R00579,封隔器试压失效,封隔器损坏,更换封隔器,254,封隔器失效，发现封隔器胶筒局部损伤，更换封隔器
R00580,验封油压 6min 降至 25MPa,封隔器存在漏失,更换封隔器,255,6min 油压降至 25MPa，封隔器存在漏失。更换封隔器
R00581,尾管中有大量水泥块,封隔器失效,更换封隔器,255,发现尾管中有大量水泥块。更换封隔器
R00582,井筒存在多处丝扣渗漏,为保证施工安全,降低排量，限压 60 MPa,256,井筒存在多处丝扣渗漏...为保证施工安全，降低排量，限压 60 m{MPa}
R00583,钻井下套管时,保障套管密封性,进行气密封检测,256,钻井下套管时，进行气密封检测，保障套管密封性
R00584,桥塞下入遇阻且油漆被刮掉,初步判断井内有落物,下铅模探查,257,起出后桥塞上面的部分油漆被刮掉，初步判断井内有落物
R00585,铅模凹槽内有螺纹印,落物为金属工具,下强磁打捞器,257,凹槽内有螺纹印，螺栓直径约 6mm
R00586,工具入井时未严格执行井口防护措施,工具落井风险,井口操作时对工具进行捆绑,258,井口操作时是否对工具进行捆绑，井口防落物措施是否到位
R00587,试气队井口坐岗未执行 24h 看护制度,落物未发现,派专人监管,258,对整个装枪到入井过程派专人监管
R00588,吊装注入头时速度不稳定,产生冲量导致超载,控制起下吊物速度,259,速度的不稳定性造成连续油管产生冲量...导致吊车侧翻
R00589,吊车司机状态不佳,无法判断安全工作范围,评估司机状态及安全系数,259,吊车司机状态不佳，不能及时判断出该车的安全工作范围
R00590,吊装施工前准备不足,存在安全隐患,做好吊装条件检查,259,吊装施工前，施工准备不足，没有做好吊装条件检查
R00591,吊车作业前,需检查资质,检查验收吊车和司机资质,260,作业前检查验收吊车和司机资质，查看吊车各项部件是否正常工作
R00592,压裂施工时邻井反映井口溢流,发生压裂与邻井压串,密切关注施工现场人员工作状况,260,正在施工时，正在三开钻进的邻井反映井口溢流
R00593,压裂设计方案中,应考虑邻井钻井进度,给出风险提示,261,压裂设计方案中应考虑邻井钻井进度，给出风险提示
R00594,发现气体中含有 H2S,存在安全风险,立刻关井上报,261,发现气体中含有 H2S，立刻关井上报，联系措施
R00595,责任主体部门,应组织相关单位,做好技术交底和风险提示,261,责任主体部门应组织相关单位做好技术交底和风险提示
R00596,发现 H2S 泄漏,存在中毒风险,佩戴正压式空气呼吸器,262,佩戴正压式空气呼吸器进行现场巡回检查
R00597,钻井过程井漏,可能产生 H2S,怀疑外来物在地层环境下产生 H2S,262,初步怀疑为外来物（漏失的油基泥浆或污水配制的压裂液）在地层环境下产生的 H2S
R00598,H2S 浓度异常,需强化安全意识,开展专项应急演练,262,组织开展 H2S 泄漏的专项应急演练，强化安全意识
R00599,现场应急物资管理,台账齐全准确,检测台账、检查维护台账、使用跟踪台账齐全准确,263,要求正压式空气呼吸器、H2S 检测仪等应急物资检测台账...齐全准确
R00600,放喷求产,制定合理制度,做好气样监测工作,263,制定合理放喷求产制度，做好气样监测工作
R00601,压裂最后一段顶替时,确保井筒干净,保证大排量和足液量,264,压裂最后一段顶替时，要保证大排量和足液量，确保井筒干净
R00602,桥塞质量问题,桥塞座封失效,加强桥塞产品的出厂检测,264,可能为桥塞质量问题，导致桥塞座封失效...加强桥塞产品的出厂检测
R00603,慢燃火药燃烧过快,桥塞卡瓦座封力不足,改进桥塞慢燃火药，延长燃烧时间,264,慢燃火药燃烧过快，造成桥塞卡瓦座封力不足...改进桥塞慢燃火药，延长燃烧时间
R00604,监测人员发现技术套管压力瞬间升至 65.0MPa,初步判定生产套管有漏点,停泵,265,监测人员发现技术套管压力瞬间升至 65.0MPa，停泵
R00605,黑墨水试挤出口见返出黑色液体,生产套管有漏点,关井监测,265,出口见返出黑色液体...12 日 8:00~16:45 地面关井
R00606,出口见返出示踪剂,存在漏点,估算漏点位置,266,出口见返出示踪剂停泵，推算漏点：地面管线与压裂井口内容积 81L
R00607,摄像头入井视频证实,双公短节本体有穿孔及纵向裂纹,判断漏点位置,266,通过摄像头入井视频证实双公短节本体有穿孔及纵向裂纹，漏点在一级套管头以上 0.26m 处
R00608,套管短节存在裂缝且压裂过程中破裂,套管短节存在质量问题,切割更换套管短节,267,现场初步判断套管短节本身存在质量问题，压裂过程中导致破裂
R00609,试压稳压 30min 压降≤0.3MPa,试压合格,继续后续施工,267,稳压 30min，压降 0.20MPa，合格
R00610,压裂施工,必须做好压力监测,采用数采设备将压力情况接入压裂指挥室,268,采用数采设备将压力情况接入压裂指挥室
R00611,采用示踪剂找漏,尽可能计算准确,计算地面管线和井口装置的容积,268,采用示踪剂找漏尽可能计算准确地面管线和井口装置的容积
R00612,换套施工操作,必须安全平衡,避免损坏下部丝扣和套管,268,换套施工操作时必须安全平衡，避免损坏下部丝扣和套管
R00613,临时封井注水泥施工,决定定点一次打完整个封井水泥塞,定点一次打完整个封井水泥塞,269,通过现场讨论，决定定点一次打完整个封井水泥塞
R00614,连续油管上提前水泥浆未出连续油管顶部,水泥浆超缓凝,进行原因分析,269,连续油管上提前水泥浆未出连续油管顶部...出现水泥浆超缓凝现象
R00615,固井车在低泵速条件下,计量误差较大,注意计量偏差,269,固井车在低泵速条件下计量误差较大，流量计计量不准
R00616,水泥浆实验温度过高,水泥浆出现过闪凝,降低实验温度调整稠化时间到 220~250min,270,降低水泥浆实验温度（根据实际井温），调整稠化时间到设计要求 220~250min 避免水泥浆出现过闪凝
R00617,钻塞施工井内出砂,长时间打磨直角弯头造成刺漏,安装时认真检查弯头,270,安装时未对该弯头认真检查，钻塞施工时井内出砂，长时间打磨直角弯头，造成弯头刺漏
R00618,发现管汇台油嘴下游直角弯头刺漏,立即报告并切换通道,打开备用通道闸门关闭刺漏通道闸门,270,15:58 坐岗人员发现刺漏后立即通过对讲机向值班干部报告情况，同时打开钻塞备用（测试流程）通道闸门，关闭原钻塞通道刺漏直角弯头上下游闸门
R00619,钻塞、放喷流程,宜采用加厚直角弯头,采用加厚直角弯头,271,在钻塞、放喷流程上宜采用加厚直角弯头
R00620,巡视和操作人员,严禁站在流程弯头的液流流动方向,禁止站在液流流动方向,271,巡视和操作人员严禁站在流程弯头的液流流动方向
R00621,弯头使用,需建立台账并检测,定期进行壁厚检测,271,建立弯头使用台账，定期进行壁厚检测
